,日付,番号,Unnamed: 2,線路,車種,Unnamed: 5,Unnamed: 6,始発駅,終着駅,会社,乗車駅,会社.1,到着駅,Unnamed: 13,発時,Unnamed: 15,着時,Unnamed: 17,時間,席别,会社.2,Unnamed: 21,Unnamed: 22,車両,会社.3,速度,station_name_x,lon_x_x,lat_x_x,company_name_r_x,station_name_y,lon_x_y,lat_x_y,company_name_r_y
0,2015.08.16,2036M,ＪＲ,成田線総武線横須賀線,特急,成田エクスプレス,36.0,成田空港（第１旅客ターミナル）,大船,JR東日本,成田空港（第１旅客ターミナル）,JR東日本,品川,85.99999999999999,16:19:00,,17:26:00,,01:07:00,指定席,JR東日本,E259,,クハE258-14,JR東日本,77.0149253731344,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,品川,139.738999,35.62876,JR東日本
1,2015.08.17,1034N,私鉄,京急本線京急空港線,快特,,,成田空港（第１旅客ターミナル）,羽田空港国内線ターミナル,京急,品川,京急,羽田空港国内線ターミナル,14.5,12:12:00,,12:28:00,,00:16:00,自由席,京浜急行電鉄,,,,京浜急行電鉄,54.37499999999965,品川,139.73809,35.628284,京急,羽田空港国内線ターミナル,139.785962,35.549809,京急
2,2015.08.17,1202,モノレール,東京モノレール羽田空港線,普通,,,羽田空港第２ビル,浜松町,東京モノレール,羽田空港第１ビル,東京モノレール,新整備場,0.8,12:36:00,,12:37:00,,00:01:00,自由席,東京モノレール,,,,東京モノレール,48.00000000000017,羽田空港第１ビル,139.784653,35.549163,東京モノレール,新整備場,139.786777,35.542773,東京モノレール
3,2015.08.17,1504H,モノレール,東京モノレール羽田空港線,普通,,,羽田空港第２ビル,浜松町,東京モノレール,新整備場,東京モノレール,羽田空港国際線ビル,2.2,15:07:00,,15:10:00,,00:03:00,自由席,東京モノレール,,,,東京モノレール,44.00000000000016,新整備場,139.786777,35.542773,東京モノレール,羽田空港国際線ビル,139.768206,35.544169,東京モノレール
4,2015.08.17,G1522,モノレール,東京モノレール羽田空港線,空港快速,,,羽田空港第２ビル,浜松町,東京モノレール,羽田空港国際線ビル,東京モノレール,浜松町,14.0,15:14:00,,15:32:00,,00:18:00,自由席,東京モノレール,,,10016,東京モノレール,46.66666666666642,羽田空港国際線ビル,139.768206,35.544169,東京モノレール,浜松町,139.756747,35.655666,東京モノレール
5,2015.08.17,1510G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,浜松町,JR東日本,上野,6.7,15:28:00,,15:42:00,,00:14:00,自由席,JR東日本,E231,500.0,,JR東日本,28.71428571428582,浜松町,139.757135,35.65539099999999,JR東日本,上野,139.777043,35.71379,JR東日本
6,2015.08.17,1600G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,上野,JR東日本,池袋,8.7,16:38:00,,16:54:00,,00:16:00,自由席,JR東日本,E231,500.0,,JR東日本,32.625000000000114,上野,139.777043,35.71379,JR東日本,池袋,139.711086,35.730256,JR東日本
7,2015.08.17,1714G1814G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,池袋,JR東日本,品川,15.4,18:31:00,,19:00:00,,00:29:00,自由席,JR東日本,E231,500.0,,JR東日本,31.86206896551718,池袋,139.711086,35.730256,JR東日本,品川,139.738999,35.62876,JR東日本
8,2015.08.18,1124G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,品川,JR東日本,秋葉原,8.8,10:53:00,,11:08:00,,00:15:00,自由席,JR東日本,E231,500.0,クハE231-534,JR東日本,35.200000000000124,品川,139.738999,35.62876,JR東日本,秋葉原,139.773288,35.698619,JR東日本
9,2015.08.18,2037G,ＪＲ,山手線,普通,,,大崎,外回り,JR東日本,秋葉原,JR東日本,品川,8.8,21:07:00,,21:23:00,,00:16:00,自由席,JR東日本,E231,500.0,,JR東日本,33.00000000000012,秋葉原,139.773288,35.698619,JR東日本,品川,139.738999,35.62876,JR東日本
10,2015.08.19,505A,ＪＲ,東海道新幹線,新幹線,ひかり,505.0,東京,新大阪,JR東日本,品川,JR東日本,新横浜,22.0,08:40:00,,08:52:00,,00:12:00,自由席,JR東海,N700A,,783-2056,JR東海,109.99999999999966,品川,139.738999,35.62876,JR東日本,新横浜,139.617348,35.506824,JR東日本
11,2015.08.19,208A,ＪＲ,東海道新幹線,新幹線,のぞみ,208.0,新大阪,東京,JR東日本,新横浜,JR東日本,品川,22.0,09:14:00,,09:26:00,,00:12:00,自由席,JR東海,N700A,,783-2051,JR東海,109.99999999999966,新横浜,139.617348,35.506824,JR東日本,品川,139.738999,35.62876,JR東日本
12,2015.08.19,940A,ＪＲ,京浜東北線,快速,,,大船,大宮,JR東日本,品川,JR東日本,秋葉原,8.8,10:45:00,,10:59:00,,00:14:00,自由席,JR東日本,E233,1000.0,,JR東日本,37.71428571428585,品川,139.738999,35.62876,JR東日本,秋葉原,139.773288,35.698619,JR東日本
13,2015.08.19,1203B,ＪＲ,京浜東北線,快速,,,大宮,大船,JR東日本,秋葉原,JR東日本,品川,8.8,13:25:00,,13:37:00,,00:12:00,自由席,JR東日本,E233,1000.0,,JR東日本,44.00000000000016,秋葉原,139.773288,35.698619,JR東日本,品川,139.738999,35.62876,JR東日本
14,2015.08.19,2037M,ＪＲ,横須賀線総武線成田線,特急,成田エクスプレス,37.0,大船,成田空港（第１旅客ターミナル）,JR東日本,品川,JR東日本,成田空港（第１旅客ターミナル）,86.0,15:20:00,,16:31:00,,01:11:00,指定席,JR東日本,E259,,モハE259-504,JR東日本,72.67605633802826,品川,139.738999,35.62876,JR東日本,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本
15,2016.03.13,2022M,ＪＲ,成田線総武線横須賀線,特急,成田エクスプレス,22.0,成田空港（第１旅客ターミナル）,大船,JR東日本,成田空港（第１旅客ターミナル）,JR東日本,品川,86.0,12:45:00,,13:53:00,,01:08:00,指定席,JR東日本,E259,,モハE258-507,JR東日本,75.88235294117656,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,品川,139.738999,35.62876,JR東日本
16,2016.03.13,1428G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,品川,JR東日本,秋葉原,8.8,14:49:00,,15:04:00,,00:15:00,自由席,JR東日本,E231,500.0,,JR東日本,35.200000000000124,品川,139.738999,35.62876,JR東日本,秋葉原,139.773288,35.698619,JR東日本
17,2016.03.13,1522G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,秋葉原,JR東日本,上野,1.6,15:34:00,,15:38:00,,00:04:00,自由席,JR東日本,E231,500.0,,JR東日本,24.000000000000085,秋葉原,139.773288,35.698619,JR東日本,上野,139.777043,35.71379,JR東日本
18,2016.03.13,1525B,ＪＲ,京浜東北線,普通,,,大宮,桜木町,JR東日本,上野,JR東日本,秋葉原,1.6,16:16:00,,16:20:00,,00:04:00,自由席,JR東日本,E233,1000.0,,JR東日本,24.000000000000085,上野,139.777043,35.71379,JR東日本,秋葉原,139.773288,35.698619,JR東日本
19,2016.03.13,1971G,ＪＲ,山手線,普通,,,大崎,外回り,JR東日本,秋葉原,JR東日本,品川,8.8,20:31:00,,20:47:00,,00:16:00,自由席,JR東日本,E231,500.0,,JR東日本,32.999999999999794,秋葉原,139.773288,35.698619,JR東日本,品川,139.738999,35.62876,JR東日本
20,2016.03.14,1114G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,品川,JR東日本,有楽町,6.0,11:32:00,,11:41:00,,00:09:00,自由席,JR東日本,E231,500.0,,JR東日本,40.00000000000014,品川,139.738999,35.62876,JR東日本,有楽町,139.763806,35.675441,JR東日本
21,2016.03.14,B1138S,地下鉄,東京メトロ日比谷線,普通,,,中目黒,北千住,東京メトロ,日比谷,東京メトロ,築地,1.4,11:57:00,,12:02:00,,00:05:00,自由席,東京地下鉄,,,,東京地下鉄,16.79999999999979,日比谷,139.76017,35.67459,東京メトロ,築地,139.772603,35.668115,東京メトロ
22,2016.03.14,A1333T,地下鉄,東京メトロ日比谷線,普通,,,北千住,中目黒,東京メトロ,築地,東京メトロ,銀座,1.0,14:02:00,,14:05:00,,00:03:00,自由席,東京地下鉄,,,,東京地下鉄,20.00000000000007,築地,139.772603,35.668115,東京メトロ,銀座,139.763965,35.671989,東京メトロ
23,2016.03.14,A1453,地下鉄,東京メトロ銀座線,普通,,,浅草,渋谷,東京メトロ,銀座,東京メトロ,新橋,0.9,14:41:00,,14:43:00,,00:02:00,自由席,東京地下鉄,,,,東京地下鉄,27.000000000000096,銀座,139.763965,35.671989,東京メトロ,新橋,139.758432,35.667434,東京メトロ
24,2016.03.14,1190M,ＪＲ,東海道線,普通,,,土浦,品川,JR東日本,新橋,JR東日本,品川,4.9,14:53:00,,14:59:00,,00:06:00,自由席,JR東日本,E531,,クハE531-1,JR東日本,49.00000000000018,新橋,139.758587,35.666195,JR東日本,品川,139.738999,35.62876,JR東日本
25,2016.03.14,479A,ＪＲ,東海道新幹線,新幹線,ひかり,479.0,東京,岡山,JR東日本,品川,JR西日本,京都,506.8,16:10:00,,18:47:00,,02:37:00,指定席,JR西日本,700,3000.0,727-3403,JR東海,193.68152866242028,品川,139.738999,35.62876,JR東日本,京都,135.757748,34.985465,JR西日本
26,2016.03.15,190,地下鉄,京都市営地下鉄東西線,普通,,,太秦天神川,六地蔵,京都市交通局,二条城前,京都市交通局,京都市役所前,1.7,13:28:00,,13:32:00,,00:04:00,自由席,京都市交通局,,,,京都市交通局,25.50000000000009,二条城前,135.750473,35.011892,京都市交通局,京都市役所前,135.768829,35.011003,京都市交通局
27,2016.03.15,475A,ＪＲ,東海道新幹線山陽新幹線,新幹線,ひかり,475.0,東京,岡山,JR西日本,京都,JR西日本,姫路,130.7,16:49:00,,17:42:00,,00:53:00,指定席,JR東海,N700A,2000.0,785-2656,JR東海JR西日本,147.96226415094347,京都,135.757748,34.985465,JR西日本,姫路,134.690769,34.827659,JR西日本
28,2016.03.15,569A,ＪＲ,山陽新幹線,新幹線,さくら,569.0,新大阪,鹿児島中央,JR西日本,姫路,JR西日本,広島,249.9,17:50:00,,18:52:00,,01:02:00,指定席,JR西日本,N700,7000.0,787-7013,JR西日本,241.83870967741896,姫路,134.690769,34.827659,JR西日本,広島,132.475593,34.397446,JR西日本
29,2016.03.15,173,路面電車,広島電鉄１号線,普通,,,広島駅,広島港・宇品,広電,広島駅,広電,袋町,2.6,19:12:00,,19:27:00,,00:15:00,自由席,広島電鉄,,,,広島電鉄,10.399999999999926,広島駅,132.475403,34.396296,広電,袋町,132.456214,34.391187,広電
30,2016.03.16,102,路面電車,広島電鉄１号線,普通,,,広島港・宇品,広島駅,広電,袋町,広電,広島駅,2.6,13:08:00,,13:28:00,,00:20:00,自由席,広島電鉄,,,5108B,広島電鉄,7.799999999999965,袋町,132.456214,34.391187,広電,広島駅,132.475403,34.396296,広電
31,2016.03.16,741A,ＪＲ,山陽新幹線,新幹線,こだま,741.0,新大阪,博多,JR西日本,広島,JR西日本,博多,280.7,14:02:00,,16:07:00,,02:05:00,指定席,JR西日本,500,,528-7002,JR西日本,134.73599999999996,広島,132.475593,34.397446,JR西日本,博多,130.420622,33.590002,JR西日本
32,2016.03.16,5417A,ＪＲ,九州新幹線,新幹線,さくら,417.0,博多,鹿児島中央,JR西日本,博多,JR九州,熊本,118.4,17:08:00,,17:48:00,,00:40:00,指定席,JR西日本,800,,826-106,JR西日本,177.59999999999994,博多,130.420622,33.590002,JR西日本,熊本,130.688499,32.789207,JR九州
33,2016.03.16,357,路面電車,熊本市電Ａ系統,普通,,,田崎橋,健軍町,熊本市交通局,熊本駅前,熊本市交通局,熊本城・市役所前,2.8,18:00:00,,18:16:00,,00:16:00,自由席,熊本市交通局,,,0803,熊本市交通局,10.500000000000037,熊本駅前,130.690398,32.790377,熊本市交通局,熊本城・市役所前,130.707028,32.802967,熊本市交通局
34,2016.03.16,404,路面電車,熊本市電Ａ系統,普通,,,健軍町,田崎橋,熊本市交通局,熊本城・市役所前,熊本市交通局,熊本駅前,2.8,20:26:00,,20:43:00,,00:17:00,自由席,熊本市交通局,,,,熊本市交通局,9.882352941176505,熊本城・市役所前,130.707028,32.802967,熊本市交通局,熊本駅前,130.690398,32.790377,熊本市交通局
35,2016.03.16,458A,ＪＲ,九州新幹線,新幹線,さくら,458.0,鹿児島中央,広島,JR九州,熊本,JR西日本,博多,118.4,21:05:00,,21:43:00,,00:38:00,指定席,JR西日本,N700,7000.0,,JR西日本,186.9473684210533,熊本,130.688499,32.789207,JR九州,博多,130.420622,33.590002,JR西日本
36,2016.03.17,2023M,ＪＲ,鹿児島本線長崎本線,特急,かもめ,23.0,博多,長崎,JR九州,博多,JR九州,長崎,153.9,12:55:00,,14:50:00,,01:55:00,自由席,JR九州,885,,モハ885-403,JR九州,80.295652173913,博多,130.420622,33.590002,JR九州,長崎,129.870515,32.753085,JR九州
37,2016.03.17,3143,路面電車,長崎電気２系統,普通,,,赤迫,蛍茶屋,長崎電気軌道,長崎駅前,長崎電気軌道,市民会館,0.9,15:12:00,,15:18:00,,00:06:00,自由席,長崎電気軌道,,,301,長崎電気軌道,8.999999999999792,長崎駅前,129.871874,32.75238,長崎電気軌道,市民会館,129.88065,32.74942,長崎電気軌道
38,2016.03.17,5146,路面電車,長崎電気５系統,普通,,,蛍茶屋,石橋,長崎電気軌道,メディカルセンター,長崎電気軌道,大浦天主堂,0.4,16:20:00,,16:23:00,,00:03:00,自由席,長崎電気軌道,,,,長崎電気軌道,7.999999999999602,メディカルセンター,129.87241,32.740523,長崎電気軌道,大浦天主堂,129.87078,32.736408,長崎電気軌道
39,2016.03.17,5169,路面電車,長崎電気５系統,普通,,,石橋,蛍茶屋,長崎電気軌道,大浦天主堂,長崎電気軌道,新地中華街,0.8,18:03:00,,18:08:00,,00:05:00,自由席,長崎電気軌道,,,1503,長崎電気軌道,9.600000000000035,大浦天主堂,129.87078,32.736408,長崎電気軌道,新地中華街,129.874942,32.742869,長崎電気軌道
40,2016.03.17,2208,路面電車,長崎電気２系統,普通,,,蛍茶屋,赤迫,長崎電気軌道,新地中華街,長崎電気軌道,長崎駅前,1.3,18:15:00,,18:23:00,,00:08:00,自由席,長崎電気軌道,,,,長崎電気軌道,9.750000000000036,新地中華街,129.874942,32.742869,長崎電気軌道,長崎駅前,129.871874,32.75238,長崎電気軌道
41,2016.03.17,2048M,ＪＲ,長崎本線鹿児島本線,特急,かもめ,48.0,長崎,博多,JR九州,長崎,JR九州,博多,153.9,20:22:00,,22:22:00,,02:00:00,指定席,JR九州,787,,サハ787-211,JR九州,76.94999999999997,長崎,129.870515,32.753085,JR九州,博多,130.420622,33.590002,JR九州
42,2016.03.18,5403A,ＪＲ,九州新幹線,新幹線,さくら,403.0,博多,鹿児島中央,JR西日本,博多,JR九州,鹿児島中央,288.9,07:21:00,,09:00:00,,01:39:00,指定席,JR九州,N700,8000.0,,JR九州,175.090909090909,博多,130.420622,33.590002,JR西日本,鹿児島中央,130.541789,31.583727,JR九州
43,2016.03.18,6022D,ＪＲ,鹿児島本線日豊本線肥薩線,特急,はやとの風,2.0,鹿児島中央,吉松,JR九州,鹿児島中央,JR九州,吉松,68.5,09:25:00,,11:08:00,,01:43:00,指定席,JR九州,キハ147,,キハ147-1045,JR九州,39.90291262135924,鹿児島中央,130.541789,31.583727,JR九州,吉松,130.738104,32.012026,JR九州
44,2016.03.18,1254D,ＪＲ,肥薩線,普通,しんぺい,2.0,吉松,人吉,JR九州,吉松,JR九州,人吉,35.0,11:49:00,,13:05:00,,01:16:00,指定席,JR九州,キハ47,,キハ47-8159,JR九州,27.63157894736837,吉松,130.738104,32.012026,JR九州,人吉,130.753797,32.216142,JR九州
45,2016.03.18,1076D,ＪＲ,肥薩線鹿児島本線,特急,九州横断特急,6.0,人吉,別府,JR九州,人吉,JR九州,熊本,87.5,13:33:00,,15:00:00,,01:27:00,指定席,JR九州,キハ185,,キハ185-2,JR九州,60.34482758620689,人吉,130.753797,32.216142,JR九州,熊本,130.688499,32.789207,JR九州
46,2016.03.18,269,路面電車,熊本市電Ａ系統,普通,,,田崎橋,健軍町,熊本市交通局,熊本駅前,熊本市交通局,水道町,3.3,15:10:00,,15:30:00,,00:20:00,自由席,熊本市交通局,,,,熊本市交通局,9.899999999999956,熊本駅前,130.690398,32.790377,熊本市交通局,水道町,130.712564,32.80239,熊本市交通局
47,2016.03.18,268,路面電車,熊本市電Ｂ系統,普通,,,健軍町,上熊本駅前,熊本市交通局,水道町,熊本市交通局,熊本城・市役所前,0.5,15:54:00,,15:59:00,,00:05:00,自由席,熊本市交通局,,,,熊本市交通局,6.000000000000021,水道町,130.712564,32.80239,熊本市交通局,熊本城・市役所前,130.707028,32.802967,熊本市交通局
48,2016.03.18,346,路面電車,熊本市電Ａ系統,普通,,,健軍町,田崎橋,熊本市交通局,熊本城・市役所前,熊本市交通局,熊本駅前,2.8,18:36:00,,18:54:00,,00:18:00,自由席,熊本市交通局,,,,熊本市交通局,9.333333333333366,熊本城・市役所前,130.707028,32.802967,熊本市交通局,熊本駅前,130.690398,32.790377,熊本市交通局
49,2016.03.18,5342A,ＪＲ,九州新幹線,新幹線,つばめ,342.0,熊本,博多,JR九州,熊本,JR西日本,博多,118.4,19:06:00,,19:55:00,,00:49:00,自由席,JR九州,800,,,JR九州,144.97959183673473,熊本,130.688499,32.789207,JR九州,博多,130.420622,33.590002,JR西日本
50,2016.03.19,738A,ＪＲ,山陽新幹線,新幹線,こだま,738.0,博多,岡山,JR西日本,博多,JR九州,小倉,67.2,09:58:00,,10:15:00,,00:17:00,自由席,JR西日本,700,7000.0,725-7716,JR西日本,237.17647058823616,博多,130.420622,33.590002,JR西日本,小倉,130.882678,33.886756,JR九州
51,2016.03.19,547A,ＪＲ,山陽新幹線,新幹線,さくら,547.0,新大阪,鹿児島中央,JR九州,小倉,JR西日本,博多,67.2,10:23:00,,10:40:00,,00:17:00,自由席,JR西日本,N700,7000.0,788-7015,JR西日本,237.17647058823502,小倉,130.882678,33.886756,JR九州,博多,130.420622,33.590002,JR西日本
52,2016.03.19,186,地下鉄,福岡市営地下鉄空港線,普通,,,筑前前原,福岡空港,福岡市交通局,博多,福岡市交通局,福岡空港,3.3,12:13:00,,12:18:00,,00:05:00,自由席,福岡市交通局,,,,福岡市交通局,39.59999999999887,博多,130.42085,33.590204,福岡市交通局,福岡空港,130.448501,33.59718,福岡市交通局
53,2016.06.13,9AE02,私鉄,京成スカイアクセス線,空港快速,スカイライナー,6.0,成田空港（第１旅客ターミナル）,京成上野,京成,空港第２ビル（第２旅客ターミナル）,京成,日暮里,61.0,09:27:00,,10:00:00,,00:33:00,指定席,京成電鉄,,,,京成電鉄,110.90909090909076,空港第２ビル（第２旅客ターミナル）,140.387163,35.773693,京成,日暮里,139.771287,35.727908,京成
54,2016.06.13,900G,ＪＲ,山手線,普通,,,大崎,内回り,JR東日本,日暮里,JR東日本,池袋,6.5,10:15:00,,10:27:00,,00:12:00,自由席,JR東日本,E231,500.0,,JR東日本,32.500000000000114,日暮里,139.771287,35.727908,JR東日本,池袋,139.711086,35.730256,JR東日本
55,2016.06.13,1109G,ＪＲ,山手線,普通,,,大崎,外回り,JR東日本,池袋,JR東日本,日暮里,6.5,12:10:00,,12:22:00,,00:12:00,自由席,JR東日本,E231,500.0,,JR東日本,32.49999999999968,池袋,139.711086,35.730256,JR東日本,日暮里,139.771287,35.727908,JR東日本
56,2016.06.13,1127G,ＪＲ,山手線,普通,,,大崎,外回り,JR東日本,日暮里,JR東日本,浜松町,8.9,12:29:00,,12:46:00,,00:17:00,自由席,JR東日本,E231,500.0,,JR東日本,31.411764705882174,日暮里,139.771287,35.727908,JR東日本,浜松町,139.757135,35.65539099999999,JR東日本
57,2016.06.13,G1205,モノレール,東京モノレール羽田空港線,空港快速,,,浜松町,羽田空港第２ビル,東京モノレール,浜松町,東京モノレール,羽田空港国際線ビル,14.0,12:52:00,,13:11:00,,00:19:00,自由席,東京モノレール,,,,東京モノレール,44.21052631578926,浜松町,139.756747,35.655666,東京モノレール,羽田空港国際線ビル,139.768206,35.544169,東京モノレール
58,2016.06.13,1327,モノレール,東京モノレール羽田空港線,普通,,,浜松町,羽田空港第２ビル,東京モノレール,羽田空港国際線ビル,東京モノレール,新整備場,2.2,13:32:00,,13:34:00,,00:02:00,自由席,東京モノレール,,,,東京モノレール,66.00000000000024,羽田空港国際線ビル,139.768206,35.544169,東京モノレール,新整備場,139.786777,35.542773,東京モノレール
59,2016.06.13,1608,モノレール,東京モノレール羽田空港線,普通,,,羽田空港第２ビル,浜松町,東京モノレール,新整備場,東京モノレール,羽田空港国際線ビル,2.2,16:14:00,,16:17:00,,00:03:00,自由席,東京モノレール,,,,東京モノレール,44.00000000000016,新整備場,139.786777,35.542773,東京モノレール,羽田空港国際線ビル,139.768206,35.544169,東京モノレール
60,2016.07.27,2202M,ＪＲ,成田線総武線,特急,成田エクスプレス,2.0,成田空港（第１旅客ターミナル）,新宿,JR東日本,成田空港（第１旅客ターミナル）,JR東日本,東京,79.2,07:44:00,,09:03:00,,01:19:00,指定席,JR東日本,E259,,モハE259-13,JR東日本,60.15189873417719,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,東京,139.766103,35.681391,JR東日本
61,2016.07.27,131B,ＪＲ,東北新幹線,新幹線,やまびこ,131.0,東京,仙台,JR東日本,東京,JR東日本,仙台,351.8,09:24:00,,11:14:00,,01:50:00,指定席,JR東日本,E2,1000.0,E224-1107,JR東日本,191.89090909090922,東京,139.766103,35.681391,JR東日本,仙台,140.882158,38.260027,JR東日本
62,2016.07.27,1231S,ＪＲ,仙石線,普通,,,あおば通,高城町,JR東日本,仙台,JR東日本,松島海岸,22.7,12:52:00,,13:31:00,,00:39:00,自由席,JR東日本,205,3100.0,モハ205-3112,JR東日本,34.9230769230769,仙台,140.882158,38.260027,JR東日本,松島海岸,141.058523,38.368529,JR東日本
63,2016.07.27,1732S,ＪＲ,仙石線,普通,,,高城町,あおば通,JR東日本,松島海岸,JR東日本,あおば通,23.2,17:44:00,,18:24:00,,00:40:00,自由席,JR東日本,205,3100.0,クハ204-3106,JR東日本,34.80000000000012,松島海岸,141.058523,38.368529,JR東日本,あおば通,140.878514,38.260749,JR東日本
64,2016.07.28,3021M,ＪＲ,東北新幹線秋田新幹線,新幹線,こまち,21.0,東京,秋田,JR東日本,仙台,JR東日本,秋田,310.8,14:54:00,,17:08:00,,02:14:00,指定席,JR東日本,E6,,E627-21,JR東日本,139.1641791044776,仙台,140.882158,38.260027,JR東日本,秋田,140.129931,39.716748,JR東日本
65,2016.07.29,8621D8521D,ＪＲ,奥羽本線五能線,快速,リゾートしらかみ,1.0,秋田,青森,JR東日本,秋田,JR東日本,弘前,210.2,08:20:00,,12:51:00,,04:31:00,指定席,JR東日本,HB-E300,,HB-E300-105,JR東日本,46.53874538745389,秋田,140.129931,39.716748,JR東日本,弘前,140.485016,40.599723,JR東日本
66,2016.07.29,2043M,ＪＲ,奥羽本線,特急,つがる,3.0,秋田,青森,JR東日本,弘前,JR東日本,新青森,33.5,14:52:00,,15:22:00,,00:30:00,指定席,JR東日本,E751,,モハE751-101,JR東日本,66.99999999999987,弘前,140.485016,40.599723,JR東日本,新青森,140.693472,40.8275,JR東日本
67,2016.07.29,3019B,ＪＲ,北海道新幹線,新幹線,はやぶさ,19.0,東京,新函館北斗,JR東日本,新青森,JR北海道,新函館北斗,148.8,15:31:00,,16:34:00,,01:03:00,指定席,JR東日本JR北海道,E5,,E526-104,JR東日本JR北海道,141.71428571428586,新青森,140.693472,40.8275,JR東日本,新函館北斗,140.646525,41.9054,JR北海道
68,2016.07.29,5884D,ＪＲ,函館本線,普通,,,森,函館,JR北海道,新函館北斗,JR北海道,函館,17.9,17:15:00,,17:41:00,,00:26:00,自由席,JR北海道,キハ40,,キハ40 836,JR北海道,41.3076923076922,新函館北斗,140.646525,41.9054,JR北海道,函館,140.726413,41.773709,JR北海道
69,2016.07.29,126,路面電車,函館市電２系統,普通,,,湯の川,谷地頭,函館市電,函館駅前,函館市電,十字街,1.3,19:00:00,,19:08:00,,00:08:00,自由席,函館市企業局交通部,,,,函館市企業局交通部,9.750000000000036,函館駅前,140.727997,41.77264,函館市電,十字街,140.718513,41.763998,函館市電
70,2016.07.29,151,路面電車,函館市電５系統,普通,,,函館どつく前,湯の川,函館市電,十字街,函館市電,函館駅前,1.3,21:55:00,,22:00:00,,00:05:00,自由席,函館市企業局交通部,,,,函館市企業局交通部,15.600000000000556,十字街,140.718513,41.763998,函館市電,函館駅前,140.727997,41.77264,函館市電
71,2016.07.30,1339M,ＪＲ,函館本線,普通,はこだてライナー,,函館,新函館北斗,JR北海道,函館,JR北海道,新函館北斗,17.9,11:53:00,,12:15:00,,00:22:00,自由席,JR北海道,733,2000.0,クハ733-2003,JR北海道,48.81818181818181,函館,140.726413,41.773709,JR北海道,新函館北斗,140.646525,41.9054,JR北海道
72,2016.07.30,3022B,ＪＲ,北海道新幹線東北新幹線,新幹線,はやぶさ,22.0,新函館北斗,東京,JR北海道,新函館北斗,JR東日本,仙台,510.7,12:44:00,,15:29:00,,02:45:00,指定席,JR北海道,H5,,H526-403,JR北海道,185.70909090909103,新函館北斗,140.646525,41.9054,JR北海道,仙台,140.882158,38.260027,JR東日本
73,2016.07.30,53B,ＪＲ,東北新幹線,新幹線,やまびこ,53.0,東京,盛岡,JR東日本,仙台,JR東日本,古川,43.2,15:39:00,,15:51:00,,00:12:00,指定席,JR東日本,E2,1000.0,E226-1412,JR東日本,216.0000000000008,仙台,140.882158,38.260027,JR東日本,古川,140.967876,38.571192,JR東日本
74,2016.07.30,1737D,ＪＲ,陸羽東線,普通,,,小牛田,鳴子温泉,JR東日本,古川,JR東日本,鳴子温泉,35.5,16:04:00,,16:55:00,,00:51:00,自由席,JR東日本,キハ110,,キハ110-239,JR東日本,41.76470588235283,古川,140.967876,38.571192,JR東日本,鳴子温泉,140.715939,38.743193,JR東日本
75,2016.07.31,4727D,ＪＲ,陸羽東線,普通,,,小牛田,新庄,JR東日本,鳴子温泉,JR東日本,新庄,49.2,10:06:00,,11:10:00,,01:04:00,自由席,JR東日本,キハ110,,キハ110-239,JR東日本,46.12500000000005,鳴子温泉,140.715939,38.743193,JR東日本,新庄,140.306064,38.76256,JR東日本
76,2016.07.31,140M,ＪＲ,山形新幹線東北新幹線,新幹線,つばさ,140.0,新庄,東京,JR東日本,新庄,JR東日本,東京,421.4,11:17:00,,14:48:00,,03:31:00,自由席,JR東日本,E3,,E325-2009,JR東日本,119.82938388625588,新庄,140.306064,38.76256,JR東日本,東京,139.766103,35.681391,JR東日本
77,2016.07.31,3192M,ＪＲ,東海道線,特別快速,,,土浦,品川,JR東日本,東京,JR東日本,新橋,1.9,15:05:00,,15:07:00,,00:02:00,自由席,JR東日本,E531,,サハE531-16,JR東日本,57.0000000000002,東京,139.766103,35.681391,JR東日本,新橋,139.758587,35.666195,JR東日本
78,2016.07.31,1933B,ＪＲ,京浜東北線,普通,,,大宮,大船,JR東日本,有楽町,JR東日本,新橋,1.1,20:40:00,,20:42:00,,00:02:00,自由席,JR東日本,E233,1000.0,モハE233-1032,JR東日本,33.00000000000276,有楽町,139.763806,35.675441,JR東日本,新橋,139.758587,35.666195,JR東日本
79,2016.08.01,975G,ＪＲ,山手線,普通,,,外回り,大崎,JR東日本,新橋,JR東日本,浜松町,1.2,10:41:00,,10:43:00,,00:02:00,自由席,JR東日本,E231,500.0,モハE231-613,JR東日本,36.00000000000013,新橋,139.758587,35.666195,JR東日本,浜松町,139.757135,35.65539099999999,JR東日本
