station_name_x,lon_x,lat_x,company_name_r_x,station_name_y,lon_y,lat_y,company_name_r_y,type,service,distance,seat
要町,139.698715,35.73323,東京メトロ,豊洲,139.79621,35.654908,東京メトロ,地下鉄,普通,14.8,自由席
新豊洲,139.789996,35.648718,ゆりかもめ,有明,139.793269,35.634596,ゆりかもめ,新交通,普通,2,自由席
有明,139.793269,35.634596,ゆりかもめ,新豊洲,139.789996,35.648718,ゆりかもめ,新交通,普通,2,自由席
新豊洲,139.789996,35.648718,ゆりかもめ,有明,139.793269,35.634596,ゆりかもめ,新交通,普通,2,自由席
国際展示場,139.791617,35.63441,東京臨海高速鉄道,大崎,139.728439,35.619772,東京臨海高速鉄道,私鉄,普通,8.7,自由席
大崎,139.728439,35.619772,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,8.8,自由席
東京,139.766103,35.681391,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,18.2,自由席
川崎,139.697485,35.531311,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,快速,18.2,自由席
東京,139.764708,35.681753,東京メトロ,大手町,139.7662,35.686564,東京メトロ,地下鉄,普通,0.6,自由席
大手町,139.7662,35.686564,東京メトロ,神保町,139.757606,35.695966,東京メトロ,地下鉄,普通,1.7,自由席
神保町,139.75812,35.695492,東京都交通局,岩本町,139.775866,35.695534,東京都交通局,地下鉄,各駅停車,1.7,自由席
秋葉原,139.773288,35.698619,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,2,自由席
東京,139.766103,35.681391,JR東日本,新潟,139.060869,37.912299,JR東日本,ＪＲ,新幹線,333.9,指定席
新潟,139.060869,37.912299,JR東日本,咲花,139.29095,37.735003,JR東日本,ＪＲ,SL快速,35.2,指定席
咲花,139.29095,37.735003,JR東日本,新津,139.121445,37.800383,JR東日本,ＪＲ,普通,20,自由席
新津,139.121445,37.800383,JR東日本,新潟,139.060869,37.912299,JR東日本,ＪＲ,普通,15.2,自由席
新潟,139.060869,37.912299,JR東日本,越後湯沢,138.809227,36.935799,JR東日本,ＪＲ,新幹線,134.7,指定席
越後湯沢,138.809227,36.935799,JR東日本,新潟,139.060869,37.912299,JR東日本,ＪＲ,新幹線,134.7,指定席
新潟,139.060869,37.912299,JR東日本,上越妙高,138.249476,37.081813,トキてつ,ＪＲ,特急,146.7,指定席
上越妙高,138.249476,37.081813,トキてつ,長野,138.189101,36.643307,JR東日本,ＪＲ,新幹線,59.5,指定席
長野,138.188396,36.644341,長電,善光寺下,138.193513,36.658673,長電,私鉄,普通,1.6,自由席
長野,138.189101,36.643307,JR東日本,大宮,139.62405,35.906439,JR東日本,ＪＲ,新幹線,192.1,指定席
大宮,139.62405,35.906439,JR東日本,長野,138.189101,36.643307,JR東日本,ＪＲ,新幹線,192.1,指定席
長野,138.189101,36.643307,JR東日本,松本,137.96445,36.230393,JR東日本,ＪＲ,L特急,62.7,指定席
松本,137.96445,36.230393,JR東日本,上諏訪,138.116306,36.046618,JR東日本,ＪＲ,特急,33.5,指定席
上諏訪,138.116306,36.046618,JR東日本,松本,137.96445,36.230393,JR東日本,ＪＲ,普通,33.5,自由席
松本,137.96445,36.230393,JR東日本,塩尻,137.947961,36.114364,JR東日本,ＪＲ,普通,13.3,自由席
塩尻,137.947961,36.114364,JR東日本,奈良井,137.816195,35.969476,JR東海,ＪＲ,普通,21.1,自由席
奈良井,137.816195,35.969476,JR東海,塩尻,137.947961,36.114364,JR東日本,ＪＲ,普通,21.1,自由席
塩尻,137.947961,36.114364,JR東日本,松本,137.96445,36.230393,JR東日本,ＪＲ,普通,13.3,自由席
松本,137.96445,36.230393,JR東日本,信濃大町,137.861674,36.50031,JR東日本,ＪＲ,普通,35.1,自由席
立山,137.445234,36.583253,富山地鉄,電鉄富山,137.214163,36.700757,富山地鉄,私鉄,普通,34,自由席
富山駅,137.2128801,36.70161021,富山地鉄,丸の内,137.208896,36.692563,富山地鉄,路面電車,普通,1.1,自由席
富山,137.213091,36.701384,JR東海,高山,137.251301,36.140574,JR東海,ＪＲ,L特急,89.4,指定席
高山,137.251301,36.140574,JR東海,飛騨古川,137.189681,36.236727,JR東海,ＪＲ,普通,14.9,自由席
飛騨古川,137.189681,36.236727,JR東海,高山,137.251301,36.140574,JR東海,ＪＲ,L特急,14.9,自由席
高山,137.251301,36.140574,JR東海,名古屋,136.881637,35.170694,JR東海,ＪＲ,L特急,166.7,指定席
名鉄名古屋,136.884187,35.169252,名鉄,神宮前,136.912485,35.125857,名鉄,私鉄,普通,5.8,自由席
熱田,136.910502,35.130028,JR東海,金山,136.900517,35.142928,JR東海,ＪＲ,普通,1.9,自由席
金山,136.900517,35.142928,JR東海,名古屋,136.881637,35.170694,JR東海,ＪＲ,普通,3.3,自由席
名古屋,136.881637,35.170694,JR東海,塩尻,137.947961,36.114364,JR東日本,ＪＲ,L特急,174.8,指定席
塩尻,137.947961,36.114364,JR東日本,松本,137.96445,36.230393,JR東日本,ＪＲ,特急,13.3,指定席
松本,137.96445,36.230393,JR東日本,新宿,139.700464,35.689729,JR東日本,ＪＲ,特急,225.1,指定席
新宿,139.700464,35.689729,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,10.6,自由席
品川,139.738999,35.62876,JR東日本,浜松町,139.757135,35.655391,JR東日本,ＪＲ,快速,3.7,自由席
浜松町,139.756747,35.655666,東京モノレール,新整備場,139.786777,35.542773,東京モノレール,モノレール,普通,16.2,自由席
新整備場,139.786777,35.542773,東京モノレール,浜松町,139.756747,35.655666,東京モノレール,モノレール,普通,16.2,自由席
浜松町,139.757135,35.655391,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,15.1,自由席
川崎,139.697485,35.531311,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,11.4,自由席
品川,139.738999,35.62876,JR東日本,御徒町,139.774727,35.707282,JR東日本,ＪＲ,普通,9.8,自由席
御徒町,139.774727,35.707282,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,9.8,自由席
品川,139.738999,35.62876,JR東日本,目白,139.706228,35.720476,JR東日本,ＪＲ,普通,14.2,自由席
落合南長崎,139.683303,35.723608,東京都交通局,新宿,139.698812,35.68869,東京都交通局,地下鉄,普通,5.9,自由席
新宿,139.700464,35.689729,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,4.8,自由席
池袋,139.711086,35.730256,JR東日本,日暮里,139.771287,35.727908,JR東日本,ＪＲ,普通,6.5,自由席
日暮里,139.771287,35.727908,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,6.5,自由席
池袋,139.711086,35.730256,東京メトロ,大手町,139.7662,35.686564,東京メトロ,地下鉄,普通,8.1,自由席
大手町,139.7662,35.686564,東京メトロ,神保町,139.757606,35.695966,東京メトロ,地下鉄,普通,1.7,自由席
神保町,139.75812,35.695492,東京都交通局,岩本町,139.775866,35.695534,東京都交通局,地下鉄,各駅停車,1.7,自由席
秋葉原,139.773288,35.698619,JR東日本,御徒町,139.774727,35.707282,JR東日本,ＪＲ,普通,1,自由席
御徒町,139.774727,35.707282,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,9.3,自由席
池袋,139.711086,35.730256,JR東日本,天王洲アイル,139.750793,35.620562,東京臨海高速鉄道,ＪＲ,普通,17.8,自由席
天王洲アイル,139.750675,35.622908,東京モノレール,新整備場,139.786777,35.542773,東京モノレール,モノレール,普通,12.2,自由席
新整備場,139.786777,35.542773,東京モノレール,羽田空港国際線ビル,139.768206,35.544169,東京モノレール,モノレール,普通,2.2,自由席
羽田空港国際線ビル,139.768206,35.544169,東京モノレール,浜松町,139.756747,35.655666,東京モノレール,モノレール,空港快速,14,自由席
浜松町,139.757135,35.655391,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,快速,3.1,自由席
東京,139.766103,35.681391,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,快速,2,自由席
秋葉原,139.773288,35.698619,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,10.3,自由席
池袋,139.711461,35.72913,西武,西所沢,139.455959,35.789303,西武,私鉄,急行,27.2,自由席
西所沢,139.455959,35.789303,西武,西武球場前,139.41966,35.77093,西武,私鉄,臨時各駅停車,4.2,自由席
西武球場前,139.41966,35.77093,西武,所沢,139.473324,35.786627,西武,私鉄,臨時快速,6.6,自由席
所沢,139.473324,35.786627,西武,池袋,139.711461,35.72913,西武,私鉄,急行,24.8,自由席
池袋,139.711086,35.730256,JR東日本,田端,139.761229,35.737781,JR東日本,ＪＲ,普通,5.2,自由席
田端,139.761229,35.737781,JR東日本,上野,139.777043,35.71379,JR東日本,ＪＲ,快速,3.5,自由席
上野,139.777043,35.71379,JR東日本,大宮,139.62405,35.906439,JR東日本,ＪＲ,新幹線,26.7,自由席
大宮,139.62254,35.90751,埼玉新都市交通,鉄道博物館,139.617796,35.920271,埼玉新都市交通,新交通,普通,1.5,自由席
鉄道博物館,139.617796,35.920271,埼玉新都市交通,大宮,139.62254,35.90751,埼玉新都市交通,新交通,普通,1.5,自由席
大宮,139.62405,35.906439,JR東日本,上野,139.777043,35.71379,JR東日本,ＪＲ,新幹線,26.7,自由席
上野,139.777043,35.71379,JR東日本,田端,139.761229,35.737781,JR東日本,ＪＲ,快速,3.5,自由席
田端,139.761229,35.737781,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,5.2,自由席
池袋,139.711086,35.730256,東京メトロ,新宿三丁目,139.704895,35.690847,東京メトロ,地下鉄,急行,5.3,自由席
新宿,139.700464,35.689729,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,4.8,自由席
池袋,139.711086,35.730256,JR東日本,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,ＪＲ,特急,101.4,指定席
羽田空港国際線ターミナル,139.768968,35.544676,京急,京急蒲田,139.723681,35.560796,京急,私鉄,エアポート急行,4.5,自由席
京急蒲田,139.723681,35.560796,京急,横浜,139.623055,35.466066,京急,私鉄,普通,14.2,自由席
横浜,139.621768,35.465852,相鉄,二俣川,139.532207,35.463335,相鉄,私鉄,急行,10.5,自由席
二俣川,139.532207,35.463335,相鉄,湘南台,139.467031,35.396642,相鉄,私鉄,各駅停車,11.3,自由席
湘南台,139.467031,35.396642,相鉄,横浜,139.621768,35.465852,相鉄,私鉄,快速,21.8,自由席
横浜,139.622704,35.466195,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,10.6,自由席
川崎,139.697485,35.531311,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,18.2,自由席
名古屋,136.883925,35.171252,名古屋市交通局,栄,136.908031,35.16999,名古屋市交通局,地下鉄,普通,2.4,自由席
栄,136.908031,35.16999,名古屋市交通局,名古屋,136.883925,35.171252,名古屋市交通局,地下鉄,普通,2.4,自由席
名古屋,136.881637,35.170694,JR東海,河原田,136.598527,34.910684,JR東海,ＪＲ,快速,44.1,自由席
河原田,136.599031,34.910952,伊勢鉄道,鈴鹿サーキット稲生,136.555154,34.841053,伊勢鉄道,私鉄,普通,9.1,自由席
鈴鹿サーキット稲生,136.555154,34.841053,伊勢鉄道,名古屋,136.881637,35.170694,JR東海,ＪＲ,特急,53.2,指定席
名古屋,136.882417,35.168733,名臨高,荒子川公園,136.861148,35.104569,名臨高,私鉄,普通,8.2,自由席
荒子川公園,136.861148,35.104569,名臨高,名古屋,136.882417,35.168733,名臨高,私鉄,普通,8.2,自由席
名古屋,136.881637,35.170694,JR東海,品川,139.738999,35.62876,JR東日本,ＪＲ,新幹線,359.2,指定席
品川,139.738999,35.62876,JR東日本,上野,139.777043,35.71379,JR東日本,ＪＲ,普通,10.4,自由席
上野,139.777122,35.711482,東京メトロ,浅草,139.797592,35.710733,東京メトロ,地下鉄,普通,2.2,自由席
浅草,139.797592,35.710733,東京メトロ,末広町,139.771713,35.702972,東京メトロ,地下鉄,普通,3.3,自由席
秋葉原,139.773288,35.698619,JR東日本,新橋,139.758587,35.666195,JR東日本,ＪＲ,普通,3.9,自由席
新橋,139.758587,35.666195,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,16.3,自由席
川崎,139.697485,35.531311,JR東日本,蒲田,139.716032,35.562517,JR東日本,ＪＲ,快速,3.8,自由席
蒲田,139.716032,35.562517,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,快速,16.4,自由席
秋葉原,139.773288,35.698619,JR東日本,代々木,139.702042,35.683061,JR東日本,ＪＲ,普通,7.9,自由席
代々木,139.702042,35.683061,JR東日本,渋谷,139.701238,35.658871,JR東日本,ＪＲ,普通,2.7,自由席
渋谷,139.701238,35.658871,JR東日本,代々木,139.702042,35.683061,JR東日本,ＪＲ,普通,2.7,自由席
代々木,139.702042,35.683061,JR東日本,新宿,139.700464,35.689729,JR東日本,ＪＲ,普通,0.7,自由席
新宿,139.700464,35.689729,JR東日本,代々木,139.702042,35.683061,JR東日本,ＪＲ,普通,0.7,自由席
代々木,139.702042,35.683061,JR東日本,渋谷,139.701238,35.658871,JR東日本,ＪＲ,普通,2.7,自由席
渋谷,139.701238,35.658871,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,7.2,自由席
品川,139.738999,35.62876,JR東日本,蒲田,139.716032,35.562517,JR東日本,ＪＲ,普通,7.6,自由席
蒲田,139.716032,35.562517,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,3.8,自由席
川崎,139.697485,35.531311,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,3.8,自由席
品川,139.73809,35.628284,京急,羽田空港国際線ターミナル,139.768968,35.544676,京急,私鉄,エアポート急行,12.5,自由席
那覇空港,127.652214,26.206515,沖縄都市モノレール,旭橋,127.675515,26.21191,沖縄都市モノレール,モノレール,普通,5.4,自由席
旭橋,127.675515,26.21191,沖縄都市モノレール,首里,127.725492,26.219191,沖縄都市モノレール,モノレール,普通,7.5,自由席
儀保,127.719039,26.224663,沖縄都市モノレール,牧志,127.69255,26.217248,沖縄都市モノレール,モノレール,普通,4.2,自由席
美栄橋,127.684328,26.219245,沖縄都市モノレール,旭橋,127.675515,26.21191,沖縄都市モノレール,モノレール,普通,1.3,自由席
旭橋,127.675515,26.21191,沖縄都市モノレール,那覇空港,127.652214,26.206515,沖縄都市モノレール,モノレール,普通,5.4,自由席
関西空港,135.243419,34.436,JR西日本,新大阪,135.501852,34.734136,JR西日本,ＪＲ,特急,60.8,自由席
新大阪,135.498558,34.732919,大阪メトロ,なんば,135.500277,34.666316,大阪メトロ,地下鉄,普通,7.6,自由席
なんば,135.500277,34.666316,大阪メトロ,新大阪,135.498558,34.732919,大阪メトロ,地下鉄,普通,7.6,自由席
新大阪,135.501852,34.734136,JR西日本,京都,135.757748,34.985465,JR西日本,ＪＲ,新快速,39,自由席
京都,135.757748,34.985465,JR西日本,新大阪,135.501852,34.734136,JR西日本,ＪＲ,新快速,39,自由席
羽田空港国内線ターミナル,139.785962,35.549809,京急,品川,139.73809,35.628284,京急,私鉄,エアポート急行,14.5,自由席
品川,139.738999,35.62876,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,6.8,自由席
東京,139.766103,35.681391,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,普通,2,自由席
秋葉原,139.773288,35.698619,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,10.3,自由席
池袋,139.711086,35.730256,東京メトロ,東京,139.764708,35.681753,東京メトロ,地下鉄,普通,8.7,自由席
東京,139.766103,35.681391,JR東日本,出雲市,132.756518,35.360694,JR西日本,ＪＲ,寝台特急,953.6,A寝台
出雲市,132.756518,35.360694,JR西日本,松江,133.063871,35.463947,JR西日本,ＪＲ,普通,32.7,自由席
松江しんじ湖温泉,133.046039,35.46731,ばたでん,川跡,132.776411,35.395127,ばたでん,私鉄,普通,29,自由席
川跡,132.776411,35.395127,ばたでん,雲州平田,132.823685,35.432312,ばたでん,私鉄,普通,6,自由席
雲州平田,132.823685,35.432312,ばたでん,川跡,132.776411,35.395127,ばたでん,私鉄,普通,6,自由席
川跡,132.776411,35.395127,ばたでん,出雲大社前,132.687531,35.393245,ばたでん,私鉄,普通,8.3,自由席
出雲大社前,132.687531,35.393245,ばたでん,川跡,132.776411,35.395127,ばたでん,私鉄,普通,8.3,自由席
川跡,132.776411,35.395127,ばたでん,電鉄出雲市,132.75777,35.36113,ばたでん,私鉄,普通,4.9,自由席
出雲市,132.756518,35.360694,JR西日本,米子,133.33657,35.42327,JR西日本,ＪＲ,特急,61.6,自由席
米子,133.33657,35.42327,JR西日本,境港,133.222762,35.545002,JR西日本,ＪＲ,普通,17.9,自由席
境港,133.222762,35.545002,JR西日本,米子空港,133.247372,35.502321,JR西日本,ＪＲ,普通,5.2,自由席
羽田空港国内線ターミナル,139.785962,35.549809,京急,京急川崎,139.700893,35.53285,京急,私鉄,エアポート急行,10.3,自由席
川崎,139.697485,35.531311,JR東日本,武蔵小杉,139.65963,35.57669,JR東日本,ＪＲ,普通,7.5,自由席
武蔵小杉,139.65963,35.57669,JR東日本,新宿,139.700464,35.689729,JR東日本,ＪＲ,特別快速,20.6,自由席
新宿,139.700464,35.689729,JR東日本,御茶ノ水,139.764955,35.699605,JR東日本,ＪＲ,快速,7.7,自由席
秋葉原,139.773288,35.698619,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,2,自由席
東京,139.766103,35.681391,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,18.2,自由席
川崎,139.697485,35.531311,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,11.4,自由席
品川,139.738999,35.62876,JR東日本,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,ＪＲ,普通快速,86,自由席
羽田空港国際線ビル,139.768206,35.544169,東京モノレール,浜松町,139.756747,35.655666,東京モノレール,モノレール,普通,14,自由席
浜松町,139.757135,35.655391,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,3.7,自由席
品川,139.738999,35.62876,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,11.4,グリーン車
川崎,139.697485,35.531311,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,18.2,自由席
東京,139.766103,35.681391,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,普通,2,自由席
秋葉原,139.773288,35.698619,JR東日本,御茶ノ水,139.764955,35.699605,JR東日本,ＪＲ,普通,0.9,自由席
御茶ノ水,139.764955,35.699605,JR東日本,新宿,139.700464,35.689729,JR東日本,ＪＲ,快速,7.7,自由席
新宿,139.700464,35.689729,JR東日本,池袋,139.711086,35.730256,JR東日本,ＪＲ,普通,4.8,自由席
池袋,139.711086,35.730256,JR東日本,上野,139.777043,35.71379,JR東日本,ＪＲ,普通,8.7,自由席
上野,139.777122,35.711482,東京メトロ,末広町,139.771713,35.702972,東京メトロ,地下鉄,普通,1.1,自由席
秋葉原,139.773288,35.698619,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,2,自由席
東京,139.766103,35.681391,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,18.2,グリーン車
川崎,139.697485,35.531311,JR東日本,東京,139.766103,35.681391,JR東日本,ＪＲ,普通,18.2,グリーン車
東京,139.766103,35.681391,JR東日本,新函館北斗,140.646525,41.9054,JR北海道,ＪＲ,新幹線,862.5,グリーン車
新函館北斗,140.646525,41.9054,JR北海道,東室蘭,141.026411,42.349374,JR北海道,ＪＲ,特急,171.6,グリーン車
東室蘭,141.026411,42.349374,JR北海道,母恋,140.990018,42.317295,JR北海道,ＪＲ,普通,5.9,自由席
室蘭,140.97571,42.317864,JR北海道,東室蘭,141.026411,42.349374,JR北海道,ＪＲ,普通,7,自由席
東室蘭,141.026411,42.349374,JR北海道,札幌,141.350768,43.068612,JR北海道,ＪＲ,特急,129.2,グリーン車
札幌,141.350768,43.068612,JR北海道,石狩当別,141.513764,43.22208,JR北海道,ＪＲ,普通,27.5,自由席
石狩当別,141.513764,43.22208,JR北海道,新十津川,141.874172,43.545575,JR北海道,ＪＲ,普通,50.6,自由席
滝川,141.900807,43.555278,JR北海道,旭川,142.357803,43.763492,JR北海道,ＪＲ,特急,53.3,グリーン車
旭川,142.357803,43.763492,JR北海道,稚内,141.676999,45.416995,JR北海道,ＪＲ,特急,259.4,グリーン車
稚内,141.676999,45.416995,JR北海道,旭川,142.357803,43.763492,JR北海道,ＪＲ,特急,259.4,グリーン車
旭川,142.357803,43.763492,JR北海道,滝川,141.900807,43.555278,JR北海道,ＪＲ,特急,53.3,グリーン車
滝川,141.900807,43.555278,JR北海道,東鹿越,142.523472,43.164011,JR北海道,ＪＲ,普通,94.8,自由席
東鹿越,142.523472,43.164011,JR北海道,新得,142.832432,43.082501,JR北海道,ＪＲ,代行バス,41.5,自由席
新得,142.832432,43.082501,JR北海道,釧路,144.381983,42.990584,JR北海道,ＪＲ,特急,172.1,グリーン車
釧路,144.381983,42.990584,JR北海道,根室,145.582707,43.326923,JR北海道,ＪＲ,普通,135.4,自由席
根室,145.582707,43.326923,JR北海道,釧路,144.381983,42.990584,JR北海道,ＪＲ,普通,135.4,自由席
釧路,144.381983,42.990584,JR北海道,網走,144.254156,44.019873,JR北海道,ＪＲ,快速,169.1,自由席
網走,144.254156,44.019873,JR北海道,女満別,144.170665,43.915886,JR北海道,ＪＲ,普通,15.9,自由席
女満別,144.170665,43.915886,JR北海道,札幌,141.350768,43.068612,JR北海道,ＪＲ,特急,358.6,グリーン車
札幌,141.350768,43.068612,JR北海道,新千歳空港,141.680823,42.787546,JR北海道,ＪＲ,快速,46.6,指定席
羽田空港国内線ターミナル,139.785962,35.549809,京急,京急蒲田,139.723681,35.560796,京急,私鉄,エアポート急行,6.5,自由席
京急蒲田,139.723681,35.560796,京急,品川,139.73809,35.628284,京急,私鉄,快特,8,自由席
品川,139.738999,35.62876,JR東日本,恵比寿,139.71007,35.646685,JR東日本,ＪＲ,普通,5.6,自由席
恵比寿,139.708988,35.647332,東京メトロ,中目黒,139.698621,35.643854,東京メトロ,地下鉄,普通,1,自由席
中目黒,139.698621,35.643854,東急,武蔵小杉,139.659652,35.575752,東急,私鉄,急行,8.6,自由席
武蔵小杉,139.65963,35.57669,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,7.5,自由席
川崎,139.697485,35.531311,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,快速,11.4,グリーン車
品川,139.738999,35.62876,JR東日本,成田空港（第１旅客ターミナル）,140.384644,35.763983,JR東日本,ＪＲ,特急,86,グリーン車
羽田空港国際線ターミナル,139.768968,35.544676,京急,京急蒲田,139.723681,35.560796,京急,私鉄,エアポート急行,4.5,自由席
京急蒲田,139.723681,35.560796,京急,品川,139.73809,35.628284,京急,私鉄,快特,8,自由席
品川,139.73809,35.628284,京急,京急蒲田,139.723681,35.560796,京急,私鉄,快特,8,自由席
京急蒲田,139.723681,35.560796,京急,羽田空港国内線ターミナル,139.785962,35.549809,京急,私鉄,エアポート急行,6.5,自由席
福岡空港,130.448501,33.59718,福岡市交通局,博多,130.42085,33.590204,福岡市交通局,地下鉄,普通,3.3,自由席
博多,130.420622,33.590002,JR西日本,久留米,130.501408,33.319778,JR九州,ＪＲ,新幹線,35.7,指定席
久留米,130.501408,33.319778,JR九州,博多,130.420622,33.590002,JR西日本,ＪＲ,新幹線,35.7,指定席
博多,130.420622,33.590002,JR西日本,大分,131.606595,33.232794,JR九州,ＪＲ,特急,200.1,指定席
大分,131.606595,33.232794,JR九州,博多,130.420622,33.590002,JR九州,ＪＲ,特急,200.1,指定席
博多,130.420622,33.590002,JR九州,香椎,130.444063,33.659228,JR九州,ＪＲ,区間快速,8.4,自由席
香椎,130.444063,33.659228,JR九州,博多,130.420622,33.590002,JR九州,ＪＲ,特急,8.4,指定席
博多,130.420622,33.590002,JR西日本,博多南,130.436997,33.517955,JR西日本,ＪＲ,特急,8.5,自由席
博多南,130.436997,33.517955,JR西日本,博多,130.420622,33.590002,JR西日本,ＪＲ,特急,8.5,自由席
博多,130.420622,33.590002,JR西日本,熊本,130.688499,32.789207,JR九州,ＪＲ,新幹線,118.4,指定席
熊本,130.688499,32.789207,JR九州,鹿児島中央,130.541789,31.583727,JR九州,ＪＲ,新幹線,170.5,指定席
鹿児島中央,130.541789,31.583727,JR九州,宮崎,131.431975,31.915742,JR九州,ＪＲ,特急,125.9,指定席
宮崎,131.431975,31.915742,JR九州,鹿児島中央,130.541789,31.583727,JR九州,ＪＲ,特急,125.9,指定席
鹿児島中央,130.541789,31.583727,JR九州,川内,130.31213,31.813726,JR九州,ＪＲ,普通,46.1,自由席
川内,130.31213,31.813726,肥薩おれんじ鉄道,出水,130.357803,32.089275,肥薩おれんじ鉄道,私鉄,快速,51.3,指定席
出水,130.357803,32.089275,肥薩おれんじ鉄道,新八代,130.634919,32.517888,JR九州,私鉄,快速,68.4,指定席
新八代,130.634919,32.517888,JR九州,熊本,130.688499,32.789207,JR九州,ＪＲ,新幹線,32.9,自由席
熊本,130.688499,32.789207,JR九州,鹿児島中央,130.541789,31.583727,JR九州,ＪＲ,新幹線,170.5,指定席
鹿児島中央,130.541789,31.583727,JR九州,吉松,130.738104,32.012026,JR九州,ＪＲ,特急,68.5,指定席
吉松,130.738104,32.012026,JR九州,人吉,130.753797,32.216142,JR九州,ＪＲ,普通,35,指定席
人吉,130.753797,32.216142,JR九州,熊本,130.688499,32.789207,JR九州,ＪＲ,SL快速,87.5,指定席
熊本,130.688499,32.789207,JR九州,鹿児島中央,130.541789,31.583727,JR九州,ＪＲ,新幹線,170.5,指定席
羽田空港国内線ターミナル,139.785962,35.549809,京急,京急蒲田,139.723681,35.560796,京急,私鉄,エアポート急行,6.5,自由席
京急蒲田,139.723681,35.560796,京急,品川,139.73809,35.628284,京急,私鉄,快特,8,自由席
品川,139.738999,35.62876,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,快速,8.8,自由席
秋葉原,139.773288,35.698619,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,8.8,自由席
品川,139.738999,35.62876,JR東日本,川崎,139.697485,35.531311,JR東日本,ＪＲ,普通,11.4,自由席
川崎,139.697485,35.531311,JR東日本,品川,139.738999,35.62876,JR東日本,ＪＲ,普通,11.4,自由席
品川,139.73809,35.628284,京急,京成高砂,139.866875,35.750932,京成,私鉄,快特エアポート快特快特,19.5,自由席
京成高砂,139.866875,35.750932,京成,成田空港（第１旅客ターミナル）,140.384644,35.763983,京成,私鉄,特急,56.6,自由席
羽田空港国際線ビル,139.768206,35.544169,東京モノレール,浜松町,139.756747,35.655666,東京モノレール,モノレール,区間快速,14,自由席
浜松町,139.757135,35.655391,JR東日本,秋葉原,139.773288,35.698619,JR東日本,ＪＲ,普通,5.1,自由席
秋葉原,139.773288,35.698619,JR東日本,上野,139.777043,35.71379,JR東日本,ＪＲ,普通,1.6,自由席
上野,139.777043,35.71379,JR東日本,大宮,139.62405,35.906439,JR東日本,ＪＲ,特急,26.7,自由席
大宮,139.62254,35.90751,埼玉新都市交通,鉄道博物館,139.617796,35.920271,埼玉新都市交通,新交通,普通,1.5,自由席
鉄道博物館,139.617796,35.920271,埼玉新都市交通,大宮,139.62254,35.90751,埼玉新都市交通,新交通,普通,1.5,自由席
大宮,139.62405,35.906439,JR東日本,武蔵浦和,139.647974,35.846047,JR東日本,ＪＲ,普通,7.4,自由席
武蔵浦和,139.647974,35.846047,JR東日本,赤羽,139.720928,35.778026,JR東日本,ＪＲ,快速,10.6,自由席
