station_name,lon_x,lat_x,company_name_r
長野,138.189101,36.643307,JR東日本
直江津,138.242265,37.170251,JR東日本
黒井,138.267518,37.1837,JR東日本
犀潟,138.305154,37.210345,JR東日本
土底浜,138.324779,37.222719,JR東日本
潟町,138.339902,37.234135,JR東日本
上下浜,138.361569,37.252178,JR東日本
柿崎,138.385933,37.277732,JR東日本
米山,138.431266,37.316804,JR東日本
笠島,138.467221,37.335794,JR東日本
青海川,138.486169,37.346143,JR東日本
鯨波,138.517263,37.355828,JR東日本
柏崎,138.556303,37.363495,JR東日本
茨目,138.586714,37.356986,JR東日本
安田,138.612057,37.341155,JR東日本
北条,138.636954,37.338262,JR東日本
越後広田,138.661243,37.357354,JR東日本
長鳥,138.684063,37.366405,JR東日本
塚山,138.729829,37.355114,JR東日本
越後岩塚,138.756372,37.38629,JR東日本
来迎寺,138.783523,37.397136,JR東日本
前川,138.823865,37.401795,JR東日本
北長岡,138.86247,37.468768,JR東日本
押切,138.880988,37.50467,JR東日本
見附,138.904792,37.540094,JR東日本
帯織,138.92848,37.572975,JR東日本
東光寺,138.942956,37.593098,JR東日本
三条,138.960593,37.620962,JR東日本
東三条,138.973703,37.628491,JR東日本
保内,139.014608,37.639322,JR東日本
加茂,139.048959,37.658806,JR東日本
羽生田,139.060715,37.693613,JR東日本
田上,139.074599,37.719035,JR東日本
矢代田,139.095654,37.748863,JR東日本
古津,139.114252,37.7727,JR東日本
さつき野,139.117466,37.812731,JR東日本
荻川,139.111477,37.833307,JR東日本
亀田,139.108065,37.877154,JR東日本
越後石山,139.095429,37.896407,JR東日本
新潟,139.060869,37.912299,JR東日本
東新潟,139.108685,37.908773,JR東日本
大形,139.129272,37.915518,JR東日本
新崎,139.158558,37.922478,JR東日本
早通,139.178173,37.92109,JR東日本
豊栄,139.215347,37.919351,JR東日本
黒山,139.241177,37.937128,JR東日本
佐々木,139.270099,37.949716,JR東日本
西新発田,139.303474,37.942097,JR東日本
北長野,138.222534,36.665123,JR東日本
三才,138.244079,36.686674,JR東日本
豊野,138.274458,36.710642,JR東日本
信濃浅野,138.294784,36.722011,JR東日本
立ケ花,138.307057,36.731257,JR東日本
上今井,138.319478,36.753947,JR東日本
替佐,138.323385,36.768999,JR東日本
蓮,138.349026,36.80888,JR東日本
飯山,138.359335,36.847642,JR東日本
北飯山,138.363765,36.85883,JR東日本
信濃平,138.378479,36.884918,JR東日本
戸狩野沢温泉,138.392952,36.916673,JR東日本
上境,138.419151,36.937916,JR東日本
上桑名川,138.441204,36.962559,JR東日本
桑名川,138.458007,36.975882,JR東日本
西大滝,138.480872,36.979169,JR東日本
信濃白鳥,138.50302,36.983591,JR東日本
平滝,138.533723,36.986041,JR東日本
横倉,138.55031,36.979875,JR東日本
森宮野原,138.57733,36.989447,JR東日本
足滝,138.603625,36.998958,JR東日本
越後田中,138.627058,37.005316,JR東日本
津南,138.639326,37.023503,JR東日本
越後鹿渡,138.671592,37.048054,JR東日本
越後田沢,138.694731,37.055387,JR東日本
越後水沢,138.718056,37.074324,JR東日本
土市,138.72951,37.097457,JR東日本
十日町,138.756188,37.134562,JR東日本
魚沼中条,138.772491,37.159467,JR東日本
下条,138.779989,37.198324,JR東日本
越後岩沢,138.797097,37.240753,JR東日本
内ケ巻,138.851833,37.250008,JR東日本
東柏崎,138.565802,37.373867,JR東日本
西中通,138.592651,37.392456,JR東日本
荒浜,138.601752,37.404699,JR東日本
刈羽,138.61955,37.430047,JR東日本
西山,138.64177,37.448375,JR東日本
礼拝,138.66392,37.459221,JR東日本
石地,138.688101,37.484132,JR東日本
小木ノ城,138.70402,37.515431,JR東日本
出雲崎,138.716291,37.531857,JR東日本
妙法寺,138.742037,37.566405,JR東日本
小島谷,138.771225,37.57455,JR東日本
桐原,138.792279,37.601553,JR東日本
寺泊,138.814519,37.620349,JR東日本
分水,138.839038,37.629032,JR東日本
粟生津,138.873484,37.653988,JR東日本
南吉田,138.870984,37.671999,JR東日本
吉田,138.878377,37.687111,JR東日本
北吉田,138.882209,37.702037,JR東日本
岩室,138.879881,37.721382,JR東日本
巻,138.889506,37.756753,JR東日本
越後曽根,138.911094,37.793544,JR東日本
越後赤塚,138.908201,37.816008,JR東日本
内野西が丘,138.926647,37.846355,JR東日本
内野,138.936615,37.85824,JR東日本
新潟大学前,138.95442,37.869178,JR東日本
寺尾,138.973742,37.879106,JR東日本
小針,138.991359,37.889591,JR東日本
青山,139.000813,37.898546,JR東日本
関屋,139.015087,37.906015,JR東日本
白山,139.029955,37.911829,JR東日本
松本,137.96445,36.230393,JR東日本
北松本,137.960983,36.236971,JR東日本
島内,137.944817,36.246991,JR東日本
島高松,137.931576,36.246322,JR東日本
梓橋,137.918027,36.250162,JR東日本
一日市場,137.904136,36.2596,JR東日本
中萱,137.903353,36.273434,JR東日本
南豊科,137.903457,36.291124,JR東日本
豊科,137.900896,36.299957,JR東日本
柏矢町,137.888349,36.322529,JR東日本
穂高,137.881869,36.33906,JR東日本
有明,137.878236,36.359949,JR東日本
安曇追分,137.872736,36.371795,JR東日本
細野,137.865722,36.397107,JR東日本
北細野,137.862725,36.406439,JR東日本
信濃松川,137.858631,36.424456,JR東日本
安曇沓掛,137.854784,36.447795,JR東日本
信濃常盤,137.847148,36.467403,JR東日本
南大町,137.856269,36.491536,JR東日本
信濃大町,137.861674,36.50031,JR東日本
北大町,137.857913,36.517558,JR東日本
信濃木崎,137.846189,36.535643,JR東日本
稲尾,137.842575,36.554058,JR東日本
海ノ口,137.841824,36.565652,JR東日本
簗場,137.844724,36.594666,JR東日本
ヤナバスキー場前,137.855039,36.605851,JR東日本
南神城,137.841551,36.637105,JR東日本
神城,137.846586,36.658287,JR東日本
飯森,137.85006,36.670563,JR東日本
白馬,137.863819,36.695922,JR東日本
信濃森上,137.871991,36.711132,JR東日本
白馬大池,137.885531,36.739918,JR東日本
千国,137.900895,36.763249,JR東日本
南小谷,137.908372,36.774604,JR東日本
中土,137.907879,36.80558,JR東日本
北小谷,137.906451,36.842567,JR東日本
平岩,137.86561,36.88688,JR東日本
小滝,137.85945,36.938155,JR東日本
根知,137.86711,36.966683,JR東日本
頸城大野,137.872447,37.006124,JR東日本
姫川,137.860914,37.020339,JR東日本
糸魚川,137.861311,37.043631,JR東日本
弥彦,138.831761,37.699161,JR東日本
矢作,138.851669,37.690649,JR東日本
西燕,138.909232,37.679819,JR東日本
燕,138.928419,37.667613,JR東日本
燕三条,138.939274,37.648824,JR東日本
北三条,138.956006,37.632702,JR東日本
広丘,137.949578,36.148032,JR東日本
村井,137.956007,36.174226,JR東日本
平田,137.962017,36.191161,JR東日本
南松本,137.969505,36.210447,JR東日本
田沢,137.941029,36.301583,JR東日本
明科,137.929967,36.353948,JR東日本
西条,138.012377,36.400353,JR東日本
坂北,138.015754,36.430663,JR東日本
聖高原,138.047603,36.455069,JR東日本
冠着,138.079223,36.457215,JR東日本
姨捨,138.093388,36.502649,JR東日本
稲荷山,138.108061,36.552633,JR東日本
来宮,139.065575,35.098723,JR東日本
伊豆多賀,139.066847,35.059411,JR東日本
網代,139.081245,35.043545,JR東日本
宇佐美,139.079778,35.005602,JR東日本
伊東,139.092125,34.9747,JR東日本
富士,138.651225,35.151497,JR東海
柚木,138.639157,35.157468,JR東海
竪堀,138.645881,35.168075,JR東海
入山瀬,138.647622,35.188276,JR東海
富士根,138.63562,35.205251,JR東海
源道寺,138.627057,35.214463,JR東海
富士宮,138.614924,35.221409,JR東海
西富士宮,138.602567,35.225456,JR東海
沼久保,138.584283,35.199278,JR東海
芝川,138.563845,35.197272,JR東海
稲子,138.536892,35.230454,JR東海
十島,138.515802,35.230153,JR東海
井出,138.490989,35.247449,JR東海
寄畑,138.474932,35.264832,JR東海
内船,138.465068,35.282183,JR東海
甲斐大島,138.45218,35.32817,JR東海
身延,138.453021,35.361397,JR東海
塩之沢,138.453887,35.379626,JR東海
波高島,138.459747,35.418624,JR東海
下部温泉,138.472359,35.425751,JR東海
甲斐常葉,138.476975,35.444779,JR東海
市ノ瀬,138.482154,35.462345,JR東海
久那土,138.467391,35.48144,JR東海
甲斐岩間,138.463057,35.492539,JR東海
落居,138.471256,35.503612,JR東海
鰍沢口,138.470916,35.541375,JR東海
市川大門,138.493276,35.560451,JR東海
市川本町,138.502028,35.560684,JR東海
芦川,138.511241,35.563087,JR東海
甲斐上野,138.520465,35.569592,JR東海
東花輪,138.526935,35.594749,JR東海
小井川,138.528523,35.604442,JR東海
常永,138.532909,35.616877,JR東海
国母,138.552113,35.630567,JR東海
甲斐住吉,138.569892,35.63658,JR東海
南甲府,138.577274,35.643496,JR東海
善光寺,138.589278,35.65985,JR東海
金手,138.578845,35.662264,JR東海
甲府,138.569015,35.667054,JR東海
名古屋,136.881637,35.170694,JR東海
金山,136.900517,35.142928,JR東海
鶴舞,136.917436,35.156416,JR東海
千種,136.930665,35.170168,JR東海
大曽根,136.937161,35.191508,JR東海
新守山,136.951207,35.207283,JR東海
勝川,136.956285,35.22982,JR東海
春日井,136.985307,35.243139,JR東海
神領,137.010006,35.256234,JR東海
高蔵寺,137.043766,35.26434,JR東海
定光寺,137.080981,35.278015,JR東海
古虎渓,137.101011,35.302955,JR東海
多治見,137.120294,35.334774,JR東海
土岐市,137.182082,35.359708,JR東海
瑞浪,137.252017,35.369081,JR東海
釜戸,137.30501,35.411103,JR東海
武並,137.35417,35.437938,JR東海
恵那,137.407764,35.455063,JR東海
美乃坂本,137.450364,35.479286,JR東海
中津川,137.502867,35.50036,JR東海
落合川,137.530034,35.525116,JR東海
坂下,137.531094,35.574218,JR東海
田立,137.54893,35.588281,JR東海
南木曽,137.608672,35.598896,JR東海
十二兼,137.617569,35.645418,JR東海
野尻,137.636152,35.673042,JR東海
大桑,137.664224,35.684477,JR東海
須原,137.694844,35.69769,JR東海
倉本,137.714338,35.732939,JR東海
上松,137.693283,35.784068,JR東海
木曽福島,137.69343,35.843669,JR東海
原野,137.741536,35.871245,JR東海
宮ノ越,137.763794,35.888337,JR東海
藪原,137.784368,35.930152,JR東海
奈良井,137.816195,35.969476,JR東海
木曽平沢,137.832613,35.979108,JR東海
贄川,137.86091,36.014008,JR東海
日出塩,137.894804,36.049004,JR東海
洗馬,137.916842,36.087164,JR東海
塩尻,137.947961,36.114364,JR東海
豊橋,137.382128,34.762734,JR東海
船町,137.374001,34.775809,JR東海
下地,137.370612,34.780939,JR東海
小坂井,137.363056,34.797544,JR東海
牛久保,137.381671,34.808563,JR東海
豊川,137.397157,34.822519,JR東海
三河一宮,137.414549,34.847911,JR東海
長山,137.431458,34.864449,JR東海
江島,137.441518,34.868029,JR東海
東上,137.455236,34.876278,JR東海
野田城,137.477861,34.889282,JR東海
新城,137.49304,34.901112,JR東海
東新町,137.502928,34.906129,JR東海
茶臼山,137.514424,34.910334,JR東海
三河東郷,137.527242,34.912224,JR東海
大海,137.548682,34.930164,JR東海
鳥居,137.551537,34.920834,JR東海
長篠城,137.565,34.92599,JR東海
本長篠,137.576848,34.932664,JR東海
三河大野,137.602987,34.952038,JR東海
湯谷温泉,137.613026,34.970516,JR東海
三河槙原,137.621022,34.988589,JR東海
柿平,137.644048,34.990587,JR東海
三河川合,137.663991,35.001722,JR東海
池場,137.704066,35.024418,JR東海
東栄,137.713812,35.02901,JR東海
出馬,137.744276,35.049322,JR東海
上市場,137.752364,35.050202,JR東海
浦川,137.763608,35.056355,JR東海
早瀬,137.775126,35.060521,JR東海
下川合,137.786422,35.069321,JR東海
中部天竜,137.802898,35.085283,JR東海
佐久間,137.809783,35.091877,JR東海
相月,137.854345,35.114988,JR東海
城西,137.86198,35.131569,JR東海
向市場,137.869446,35.154067,JR東海
水窪,137.870501,35.163371,JR東海
大嵐,137.818509,35.190466,JR東海
小和田,137.835971,35.209862,JR東海
中井侍,137.834912,35.235913,JR東海
伊那小沢,137.834709,35.25406,JR東海
鶯巣,137.832595,35.267286,JR東海
平岡,137.853574,35.273652,JR東海
為栗,137.848503,35.311687,JR東海
温田,137.841294,35.336273,JR東海
田本,137.837922,35.348988,JR東海
門島,137.814151,35.375306,JR東海
唐笠,137.810254,35.402338,JR東海
金野,137.817149,35.419128,JR東海
千代,137.816754,35.428949,JR東海
天竜峡,137.81732,35.441114,JR東海
川路,137.815564,35.452946,JR東海
時又,137.82776,35.46402,JR東海
駄科,137.839625,35.4754,JR東海
毛賀,137.839332,35.487445,JR東海
伊那八幡,137.84154,35.49683,JR東海
下山村,137.83959,35.50426,JR東海
鼎,137.828383,35.506726,JR東海
切石,137.809098,35.512339,JR東海
飯田,137.821244,35.519544,JR東海
桜町,137.829601,35.522147,JR東海
伊那上郷,137.838984,35.520164,JR東海
元善光寺,137.861375,35.533843,JR東海
下市田,137.87641,35.544165,JR東海
市田,137.886578,35.549325,JR東海
下平,137.895922,35.572597,JR東海
山吹,137.903282,35.577758,JR東海
伊那大島,137.913222,35.595698,JR東海
上片桐,137.904064,35.617583,JR東海
伊那田島,137.910338,35.627221,JR東海
高遠原,137.90055,35.644693,JR東海
七久保,137.911346,35.654645,JR東海
伊那本郷,137.93248,35.66543,JR東海
飯島,137.929004,35.677571,JR東海
田切,137.933092,35.695613,JR東海
伊那福岡,137.93398,35.712233,JR東海
小町屋,137.935207,35.726781,JR東海
駒ケ根,137.936862,35.736219,JR東海
大田切,137.940159,35.748162,JR東海
宮田,137.938897,35.76726,JR東海
赤木,137.943943,35.777887,JR東海
沢渡,137.944035,35.803681,JR東海
下島,137.940055,35.812706,JR東海
伊那市,137.959196,35.838435,JR東海
伊那北,137.964368,35.84524,JR東海
田畑,137.97781,35.860791,JR東海
北殿,137.984059,35.879377,JR東海
木ノ下,137.988022,35.900892,JR東海
伊那松島,137.988647,35.913865,JR東海
沢,137.985477,35.936385,JR東海
羽場,137.985126,35.953094,JR東海
伊那新町,137.984056,35.9688,JR東海
宮木,137.990509,35.976247,JR東海
辰野,137.997238,35.984565,JR東海
岐阜,136.756514,35.409532,JR東海
長森,136.802981,35.402024,JR東海
那加,136.835466,35.400538,JR東海
蘇原,136.871434,35.403167,JR東海
各務ケ原,136.901106,35.403812,JR東海
鵜沼,136.945122,35.397897,JR東海
坂祝,136.976868,35.426359,JR東海
美濃太田,137.019467,35.445617,JR東海
古井,137.047497,35.457295,JR東海
中川辺,137.065086,35.487143,JR東海
下麻生,137.087157,35.514973,JR東海
上麻生,137.11863,35.541293,JR東海
白川口,137.184824,35.579345,JR東海
下油井,137.183137,35.633214,JR東海
飛騨金山,137.164333,35.662118,JR東海
焼石,137.200404,35.725763,JR東海
下呂,137.239778,35.805345,JR東海
禅昌寺,137.225184,35.848937,JR東海
飛騨萩原,137.213568,35.874766,JR東海
上呂,137.204562,35.910717,JR東海
飛騨宮田,137.235595,35.928443,JR東海
飛騨小坂,137.257084,35.950749,JR東海
渚,137.287894,36.001416,JR東海
久々野,137.276778,36.052273,JR東海
飛騨一ノ宮,137.247588,36.08836,JR東海
高山,137.251301,36.140574,JR東海
上枝,137.245789,36.18095,JR東海
飛騨国府,137.215895,36.211001,JR東海
飛騨古川,137.189681,36.236727,JR東海
杉崎,137.168638,36.250003,JR東海
飛騨細江,137.146029,36.260926,JR東海
角川,137.113223,36.30016,JR東海
坂上,137.140979,36.327902,JR東海
打保,137.181902,36.383737,JR東海
杉原,137.192102,36.415806,JR東海
猪谷,137.237975,36.471625,JR東海
楡原,137.22872,36.529323,JR東海
笹津,137.211437,36.562129,JR東海
東八尾,137.174978,36.589645,JR東海
越中八尾,137.138379,36.591391,JR東海
千里,137.132396,36.634678,JR東海
速星,137.160428,36.664135,JR東海
婦中鵜坂,137.167625,36.676084,JR東海
西富山,137.177029,36.699331,JR東海
富山,137.213091,36.701384,JR東海
熱海,139.077679,35.103573,JR東海
函南,138.970984,35.108773,JR東海
三島,138.911133,35.126253,JR東海
沼津,138.860104,35.103011,JR東海
片浜,138.818937,35.11825,JR東海
原,138.793387,35.124915,JR東海
東田子の浦,138.745441,35.136255,JR東海
吉原,138.702768,35.143845,JR東海
富士川,138.618571,35.141119,JR東海
新蒲原,138.608117,35.119599,JR東海
蒲原,138.582752,35.114005,JR東海
由比,138.552756,35.097108,JR東海
興津,138.521865,35.052539,JR東海
清水,138.488958,35.023248,JR東海
草薙,138.442025,35.002854,JR東海
東静岡,138.413118,34.985256,JR東海
静岡,138.388579,34.971629,JR東海
安倍川,138.364029,34.940961,JR東海
用宗,138.36006,34.922512,JR東海
焼津,138.318457,34.872261,JR東海
西焼津,138.28552,34.859824,JR東海
藤枝,138.252748,34.849511,JR東海
六合,138.203502,34.836436,JR東海
島田,138.173436,34.830159,JR東海
金谷,138.125578,34.819049,JR東海
菊川,138.085648,34.76176,JR東海
掛川,138.014937,34.769463,JR東海
愛野,137.961663,34.752257,JR東海
袋井,137.92596,34.741377,JR東海
磐田,137.852244,34.710132,JR東海
豊田町,137.82013,34.7121,JR東海
天竜川,137.77923,34.716994,JR東海
浜松,137.734759,34.703866,JR東海
高塚,137.681303,34.690425,JR東海
舞阪,137.626422,34.685701,JR東海
弁天島,137.603058,34.690125,JR東海
新居町,137.568953,34.694276,JR東海
鷲津,137.546116,34.716819,JR東海
新所原,137.484399,34.723205,JR東海
二川,137.438966,34.725809,JR東海
西小坂井,137.352499,34.79708,JR東海
愛知御津,137.316492,34.812624,JR東海
三河大塚,137.28287,34.815744,JR東海
三河三谷,137.247795,34.818546,JR東海
蒲郡,137.226459,34.823078,JR東海
三河塩津,137.201261,34.825295,JR東海
三ケ根,137.176348,34.836449,JR東海
幸田,137.16447,34.859926,JR東海
相見,137.160389,34.886833,JR東海
岡崎,137.157243,34.925417,JR東海
西岡崎,137.123187,34.946572,JR東海
安城,137.08716,34.959986,JR東海
三河安城,137.060918,34.96968,JR東海
東刈谷,137.043525,34.97741,JR東海
野田新町,137.026355,34.984212,JR東海
刈谷,137.008878,34.991156,JR東海
逢妻,136.990544,34.998215,JR東海
大府,136.961727,35.008665,JR東海
共和,136.954599,35.035245,JR東海
南大高,136.948244,35.055403,JR東海
大高,136.940242,35.069244,JR東海
笠寺,136.926321,35.095113,JR東海
熱田,136.910502,35.130028,JR東海
尾頭橋,136.89102,35.146981,JR東海
枇杷島,136.861816,35.198681,JR東海
清洲,136.834529,35.225406,JR東海
稲沢,136.820942,35.252994,JR東海
尾張一宮,136.797567,35.301765,JR東海
木曽川,136.780726,35.349319,JR東海
西岐阜,136.72341,35.404664,JR東海
穂積,136.693834,35.396345,JR東海
大垣,136.618288,35.367096,JR東海
荒尾,136.583276,35.373454,JR東海
美濃赤坂,136.582129,35.386677,JR東海
垂井,136.531246,35.369587,JR東海
関ケ原,136.470451,35.363726,JR東海
柏原,136.402767,35.344593,JR東海
近江長岡,136.373775,35.359307,JR東海
醒ケ井,136.345135,35.327664,JR東海
米原,136.289992,35.314657,JR東海
国府津,139.212932,35.280832,JR東海
下曽我,139.183395,35.303554,JR東海
上大井,139.163508,35.321883,JR東海
相模金子,139.150753,35.33364,JR東海
松田,139.137417,35.346843,JR東海
東山北,139.10765,35.357637,JR東海
山北,139.080212,35.360808,JR東海
谷峨,139.038234,35.366561,JR東海
駿河小山,138.997689,35.359113,JR東海
足柄,138.981687,35.332233,JR東海
御殿場,138.93424,35.299933,JR東海
南御殿場,138.925789,35.277269,JR東海
富士岡,138.920504,35.257299,JR東海
岩波,138.919296,35.21498,JR東海
裾野,138.909293,35.171372,JR東海
長泉なめり,138.899364,35.147633,JR東海
下土狩,138.895126,35.128379,JR東海
大岡,138.881988,35.116158,JR東海
尾張森岡,136.970279,34.993826,JR東海
緒川,136.971899,34.981372,JR東海
石浜,136.972932,34.967813,JR東海
東浦,136.970725,34.949574,JR東海
亀崎,136.961058,34.918986,JR東海
乙川,136.941344,34.903306,JR東海
半田,136.930462,34.894167,JR東海
東成岩,136.923416,34.874279,JR東海
武豊,136.921244,34.853507,JR東海
小泉,137.100421,35.349055,JR東海
根本,137.090008,35.361548,JR東海
姫,137.072078,35.382004,JR東海
下切,137.063734,35.393777,JR東海
可児,137.055345,35.422832,JR東海
美濃川合,137.045309,35.444138,JR東海
八田,136.852258,35.148973,JR東海
春田,136.813512,35.14318,JR東海
蟹江,136.793908,35.142071,JR東海
永和,136.764325,35.13285,JR東海
弥富,136.725664,35.114026,JR東海
長島,136.695751,35.098196,JR東海
桑名,136.683832,35.06747,JR東海
朝日,136.65803,35.033782,JR東海
富田,136.653143,35.008124,JR東海
富田浜,136.65004,34.996553,JR東海
四日市,136.630168,34.962721,JR東海
南四日市,136.609662,34.941514,JR東海
河原田,136.598527,34.910684,JR東海
河曲,136.568018,34.897878,JR東海
加佐登,136.529907,34.890307,JR東海
井田川,136.492658,34.868319,JR東海
亀山,136.450451,34.850103,JR東海
下庄,136.479628,34.81423,JR東海
一身田,136.49938,34.76278,JR東海
津,136.510486,34.73422,JR東海
阿漕,136.50434,34.703554,JR東海
高茶屋,136.51256,34.667277,JR東海
六軒,136.507574,34.617494,JR東海
松阪,136.535801,34.577053,JR東海
徳和,136.553519,34.554016,JR東海
多気,136.572777,34.516318,JR東海
相可,136.545538,34.502725,JR東海
佐奈,136.538986,34.478469,JR東海
栃原,136.509286,34.444625,JR東海
川添,136.473218,34.419739,JR東海
三瀬谷,136.409183,34.394823,JR東海
滝原,136.411976,34.360105,JR東海
阿曽,136.411082,34.331342,JR東海
伊勢柏崎,136.395394,34.299779,JR東海
大内山,136.359284,34.278152,JR東海
梅ケ谷,136.356555,34.258098,JR東海
紀伊長島,136.339968,34.20937,JR東海
三野瀬,136.282519,34.167771,JR東海
船津,136.228763,34.142214,JR東海
相賀,136.227099,34.111943,JR東海
尾鷲,136.190168,34.074304,JR東海
大曽根浦,136.222934,34.061901,JR東海
九鬼,136.242703,34.016026,JR東海
三木里,136.202518,34.001454,JR東海
賀田,136.189747,33.971643,JR東海
二木島,136.180882,33.939424,JR東海
新鹿,136.144215,33.927886,JR東海
波田須,136.138139,33.910091,JR東海
大泊,136.11806,33.902242,JR東海
熊野市,136.098745,33.889656,JR東海
有井,136.085585,33.876213,JR東海
神志山,136.062154,33.839881,JR東海
紀伊市木,136.055371,33.827932,JR東海
阿田和,136.042416,33.804806,JR東海
紀伊井田,136.023846,33.759801,JR東海
鵜殿,136.015364,33.736595,JR東海
新宮,135.994099,33.725119,JR東海
外城田,136.596997,34.497641,JR東海
田丸,136.63402,34.488543,JR東海
宮川,136.672506,34.503252,JR東海
山田上口,136.694246,34.49581,JR東海
伊勢市,136.709661,34.49126,JR東海
五十鈴ケ丘,136.739797,34.495884,JR東海
二見浦,136.77713,34.503753,JR東海
松下,136.799134,34.496201,JR東海
池の浦シーサイド,136.813691,34.491358,JR東海
鳥羽,136.84279,34.486516,JR東海
上ノ庄,136.499273,34.597996,JR東海
権現前,136.482202,34.617691,JR東海
伊勢八太,136.446916,34.647523,JR東海
一志,136.436067,34.654894,JR東海
井関,136.412653,34.642493,JR東海
伊勢大井,136.385179,34.650013,JR東海
伊勢川口,136.356849,34.64767,JR東海
関ノ宮,136.339721,34.637693,JR東海
家城,136.319246,34.625791,JR東海
伊勢竹原,136.309081,34.599785,JR東海
伊勢鎌倉,136.278349,34.574023,JR東海
伊勢八知,136.263952,34.555355,JR東海
比津,136.270716,34.531967,JR東海
伊勢奥津,136.260031,34.512155,JR東海
米原,136.289992,35.314657,JR西日本
坂田,136.287743,35.335777,JR西日本
田村,136.281813,35.356307,JR西日本
長浜,136.264901,35.378828,JR西日本
虎姫,136.257385,35.424539,JR西日本
河毛,136.249519,35.448425,JR西日本
高月,136.237716,35.470337,JR西日本
木ノ本,136.221706,35.505933,JR西日本
余呉,136.197591,35.53382,JR西日本
近江塩津,136.151236,35.53978,JR西日本
新疋田,136.100558,35.594239,JR西日本
敦賀,136.076488,35.644767,JR西日本
南今庄,136.184723,35.757424,JR西日本
今庄,136.199279,35.772947,JR西日本
湯尾,136.193007,35.803251,JR西日本
南条,136.193391,35.831956,JR西日本
王子保,136.165595,35.866259,JR西日本
武生,136.170913,35.903254,JR西日本
鯖江,136.188852,35.943355,JR西日本
北鯖江,136.198452,35.971496,JR西日本
大土呂,136.216519,36.010546,JR西日本
越前花堂,136.218073,36.038771,JR西日本
福井,136.223516,36.062057,JR西日本
森田,136.222516,36.109381,JR西日本
春江,136.228487,36.129004,JR西日本
丸岡,136.233502,36.162595,JR西日本
芦原温泉,136.235069,36.214542,JR西日本
細呂木,136.256968,36.24125,JR西日本
牛ノ谷,136.281618,36.259409,JR西日本
大聖寺,136.314205,36.300311,JR西日本
加賀温泉,136.350337,36.320562,JR西日本
動橋,136.383027,36.328428,JR西日本
粟津,136.424544,36.35575,JR西日本
小松,136.452926,36.402545,JR西日本
明峰,136.463114,36.425302,JR西日本
能美根上,136.459721,36.452053,JR西日本
小舞子,136.474925,36.476371,JR西日本
美川,136.489205,36.486001,JR西日本
加賀笠間,136.527434,36.502935,JR西日本
松任,136.566205,36.526706,JR西日本
野々市,136.598044,36.541644,JR西日本
西金沢,136.621225,36.553212,JR西日本
金沢,136.648166,36.578117,JR西日本
高岡,137.015274,36.740948,JR西日本
新高岡,137.010459,36.727004,JR西日本
二塚,137.006141,36.714339,JR西日本
林,136.999379,36.704504,JR西日本
戸出,136.983898,36.684323,JR西日本
油田,136.970372,36.655124,JR西日本
砺波,136.953648,36.636424,JR西日本
東野尻,136.9435,36.618573,JR西日本
高儀,136.936007,36.606697,JR西日本
福野,136.923166,36.588541,JR西日本
東石黒,136.898166,36.57605,JR西日本
福光,136.878135,36.558121,JR西日本
越中山田,136.887522,36.538513,JR西日本
城端,136.901673,36.522012,JR西日本
越中中川,137.027851,36.749764,JR西日本
能町,137.039885,36.768259,JR西日本
伏木,137.05853,36.792306,JR西日本
越中国分,137.050729,36.805361,JR西日本
雨晴,137.037583,36.816484,JR西日本
島尾,137.01269,36.828423,JR西日本
氷見,136.990631,36.849899,JR西日本
津幡,136.730759,36.657895,JR西日本
中津幡,136.740279,36.67156,JR西日本
本津幡,136.732202,36.676673,JR西日本
能瀬,136.719898,36.693152,JR西日本
宇野気,136.70306,36.722795,JR西日本
横山,136.71685,36.747739,JR西日本
高松,136.728823,36.768541,JR西日本
免田,136.747581,36.795806,JR西日本
宝達,136.762229,36.819875,JR西日本
敷浪,136.773455,36.848094,JR西日本
南羽咋,136.774631,36.870324,JR西日本
羽咋,136.783332,36.897073,JR西日本
千路,136.801195,36.928139,JR西日本
金丸,136.835874,36.943344,JR西日本
能登部,136.869403,36.960867,JR西日本
良川,136.894628,36.976662,JR西日本
能登二宮,136.917389,36.984824,JR西日本
徳田,136.930295,37.007449,JR西日本
七尾,136.964501,37.041613,JR西日本
和倉温泉,136.925884,37.074663,JR西日本
敦賀港,136.074922,35.663468,JR西日本
六条,136.239594,36.028175,JR西日本
足羽,136.253607,36.020821,JR西日本
越前東郷,136.273561,36.018185,JR西日本
一乗谷,136.2974,36.013679,JR西日本
越前高田,136.318669,36.024759,JR西日本
市波,136.330463,36.019813,JR西日本
小和清水,136.351085,36.01732,JR西日本
美山,136.365082,35.998567,JR西日本
越前薬師,136.384336,36.005283,JR西日本
越前大宮,136.409694,36.000064,JR西日本
計石,136.434767,35.997589,JR西日本
牛ケ原,136.467349,35.998567,JR西日本
北大野,136.48795,35.997992,JR西日本
越前大野,136.496877,35.983294,JR西日本
越前田野,136.526884,35.987048,JR西日本
越前富田,136.541233,35.9909,JR西日本
下唯野,136.56027,35.974208,JR西日本
柿ケ島,136.570938,35.97243,JR西日本
勝原,136.597151,35.967512,JR西日本
越前下山,136.634832,35.920356,JR西日本
九頭竜湖,136.66146,35.90449,JR西日本
東舞鶴,135.394788,35.468601,JR西日本
松尾寺,135.450133,35.486018,JR西日本
青郷,135.4998,35.481584,JR西日本
三松,135.520561,35.488767,JR西日本
